"region","trångboddhet","födelseregion","ålder","kön","år","Samtliga i populationen"
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","10-14 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-19 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","15-24 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","20-24 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-29 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","25-34 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","okänt","30-34 år","män","2019",NA
